profile,scenario,variable_value,trial,latency_ms,memory_mb,tokens,cache_hit_rate
Baseline v1.0,server_scaling,30,21,154.6130999995512,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,22,155.21720000015193,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,23,155.1246999997602,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,24,154.41379999992932,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,25,155.03280000029918,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,26,154.8585999998977,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,27,154.34879999975237,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,28,155.0044000005073,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,29,140.2179000006072,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,30,30,156.58619999976509,2.6702880859375e-05,4747,0.0
Baseline v1.0,server_scaling,40,1,170.3019000005952,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,2,169.6975000004386,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,3,171.43949999990582,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,4,170.38100000081613,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,5,170.23059999974066,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,6,170.87390000051528,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,7,172.08599999958096,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,8,170.5378999995446,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,9,170.256899999913,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,10,169.87690000041766,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,11,169.41980000046897,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,12,170.80480000004172,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,13,171.52290000012727,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,14,170.9699000002729,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,15,170.40590000033262,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,16,170.31760000008944,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,17,170.7276000006459,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,18,170.22859999997308,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,19,170.78480000054697,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,20,172.1324000000095,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,21,171.0134000004473,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,22,169.49280000062572,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,23,169.9218000003384,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,24,154.65920000042388,2.6702880859375e-05,5347,0.0
Baseline v1.0,server_scaling,40,25,169.90440000063245,2.6702880859375e-05,5347,0.0
